time_s,x_m,y_m,z_m,theta_x_deg,theta_y_deg,theta_z_deg
19.668341,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
19.715392,0.747740,-0.060715,0.342980,171.811035,75.732124,156.610977
19.765866,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
19.815170,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
19.865336,0.747740,-0.060715,0.342980,171.811264,75.732155,156.611237
19.916075,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
19.965066,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
20.016172,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
20.065700,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
20.125674,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
20.190275,0.747740,-0.060715,0.342980,171.811035,75.732124,156.610977
20.240868,0.747740,-0.060715,0.342980,171.811035,75.732124,156.610977
20.268707,0.747740,-0.060715,0.342980,171.811035,75.732124,156.610977
20.340064,0.747740,-0.060715,0.342980,171.811295,75.732140,156.611237
