time_s,fx_N,fy_N,fz_N,tx_Nm,ty_Nm,tz_Nm
18.545189,4.235554,-2.114681,-1.521449,0.202165,0.027854,1.106875
18.598822,4.029218,-1.969916,-1.644083,0.208680,0.004015,1.063966
18.645543,4.067844,-1.920547,-1.599436,0.192125,-0.011672,1.042264
18.695064,4.267189,-2.122369,-1.710708,0.198207,-0.008603,1.081970
18.746171,4.023466,-1.935296,-1.624785,0.196835,-0.021765,1.054528
18.795342,4.140386,-1.936981,-1.642951,0.176010,0.002451,1.037712
18.846420,4.139364,-2.115750,-1.614658,0.213920,-0.008429,1.089891
18.895434,4.169271,-1.957002,-1.721703,0.198763,-0.030076,1.062563
18.944739,4.135708,-1.962358,-1.740087,0.180955,-0.048488,1.043211
18.996186,4.111324,-2.141421,-1.516976,0.216147,-0.000486,1.113933
19.045021,4.186064,-1.892621,-1.744379,0.175084,-0.030630,1.021985
19.096151,4.093543,-2.137185,-1.563902,0.213563,-0.003249,1.120053
19.145488,4.125776,-1.913609,-1.724088,0.175081,-0.040285,1.024117
19.194984,4.094755,-2.090648,-1.579377,0.218639,-0.002300,1.115703
19.245686,4.205194,-2.011723,-1.627766,0.195642,0.015705,1.056554
19.294958,4.216372,-1.959826,-1.680488,0.174599,-0.006418,1.041172
19.345006,4.006666,-1.922630,-1.542951,0.192186,0.007624,1.041556
19.395059,4.266191,-2.214494,-1.739409,0.221584,-0.001250,1.109136
19.445237,4.075104,-1.921224,-1.451924,0.186297,0.035240,1.032995
19.495256,3.923681,-1.923769,-1.764782,0.175934,-0.043482,1.021685
19.545261,4.324372,-2.096442,-1.629208,0.196750,0.018097,1.079426
19.597145,4.062655,-2.003684,-1.738873,0.199126,-0.031217,1.070153
19.645637,4.233917,-1.883309,-1.585574,0.183120,0.022567,1.017327
19.696460,4.150149,-2.114893,-1.645133,0.204656,-0.005181,1.107635
19.750137,4.095525,-1.979301,-1.637823,0.180000,-0.000621,1.051213
19.795679,4.161697,-1.991597,-1.554091,0.202546,0.021648,1.062092
19.845083,4.103108,-2.056562,-1.734441,0.194262,-0.044357,1.056574
19.899544,4.100152,-2.032189,-1.538934,0.209715,0.005987,1.076385
19.945074,4.138201,-2.040254,-1.641563,0.209527,0.010081,1.076337
19.995306,4.085330,-1.917730,-1.567881,0.189002,-0.005220,1.042844
20.048735,4.177043,-1.992237,-1.802946,0.208624,-0.054247,1.053931
20.095088,4.069072,-2.181170,-1.706563,0.214365,-0.067108,1.126405
20.146049,4.142094,-1.886480,-1.583693,0.202027,0.033767,1.031812
20.199141,4.134250,-2.036380,-1.569160,0.182609,0.004477,1.057787
20.246189,4.169465,-2.182578,-1.546219,0.230732,0.012455,1.093989
20.295612,4.055887,-1.902957,-1.687623,0.198115,-0.012687,1.061638
20.352021,4.257173,-2.070990,-1.607624,0.200921,0.009646,1.054996
20.395262,4.080543,-2.259701,-1.684918,0.243202,-0.045717,1.139314
20.445458,3.990873,-1.807113,-1.574285,0.157446,0.004321,1.020706
20.497900,4.234012,-2.124738,-1.699636,0.198244,-0.016938,1.082451
20.547133,4.056530,-1.988451,-1.642823,0.189710,-0.038757,1.051912
20.595701,4.104444,-1.810773,-1.716146,0.173001,-0.039219,1.026638
20.644907,4.280207,-2.058319,-1.551078,0.200456,0.027951,1.053564
20.696790,4.271607,-2.003349,-1.673372,0.182917,0.008516,1.058527
20.745167,4.044274,-1.935470,-1.663852,0.202369,-0.008280,1.056200
20.795268,4.078371,-2.018280,-1.507535,0.195240,0.006857,1.075357
20.872544,4.241805,-2.152753,-1.603197,0.220728,0.007592,1.120445
20.924028,4.009073,-2.080488,-1.611311,0.215574,-0.021095,1.102086
20.970091,4.043589,-1.839242,-1.665093,0.180914,-0.025502,1.032450
21.020386,4.312657,-2.172581,-1.664688,0.208465,0.005438,1.087318
21.074501,4.081511,-1.937880,-1.650720,0.185685,-0.029664,1.046350
21.120272,3.978729,-1.790513,-1.620045,0.194627,-0.005534,1.041234
21.171039,4.348608,-2.382004,-1.677383,0.242334,0.000349,1.160342
21.225251,3.992635,-1.976736,-1.587824,0.199876,-0.009933,1.070255
21.270134,3.950367,-1.786737,-1.678622,0.165134,-0.034859,1.015823
21.322340,4.309263,-2.260328,-1.569788,0.219644,0.031116,1.108889
21.370179,4.107419,-1.876058,-1.708505,0.150959,-0.031716,1.018161
21.420127,4.096150,-1.932016,-1.646508,0.207200,-0.004561,1.076105
21.470768,4.225056,-2.176590,-1.671973,0.234507,-0.008411,1.101431
21.520353,4.205890,-2.089876,-1.675718,0.213359,-0.018557,1.117430
21.571910,4.119198,-1.955404,-1.652798,0.203548,-0.012952,1.058123
21.620292,4.166365,-2.106492,-1.601928,0.212493,0.013053,1.095617
21.673350,4.166912,-2.063117,-1.713216,0.198841,-0.025298,1.070314
21.720208,4.057360,-1.929336,-1.582846,0.172159,-0.020920,1.035493
21.772063,3.993338,-1.998204,-1.589790,0.196792,-0.006542,1.079375
21.820184,4.147074,-2.102694,-1.651118,0.217216,-0.024483,1.085992
21.870180,4.082487,-2.081552,-1.570543,0.204390,-0.002056,1.106510
21.920594,4.116525,-1.941900,-1.607718,0.197885,0.001626,1.055159
21.970380,4.232729,-2.209664,-1.605194,0.227076,0.007892,1.129420
22.020318,4.051175,-2.030484,-1.586856,0.198701,-0.000632,1.082313
22.070223,4.139656,-1.938312,-1.783531,0.205887,-0.033530,1.050428
22.120279,4.232216,-1.994316,-1.582340,0.188148,0.036672,1.032476
22.169894,4.117244,-1.970745,-1.725321,0.204209,-0.026365,1.070466
22.220835,4.079406,-2.067793,-1.565964,0.219477,0.010403,1.119949
22.272777,4.209308,-1.982204,-1.671869,0.185347,-0.020999,1.054286
22.320266,4.125615,-2.068439,-1.671862,0.200236,-0.031751,1.091014
22.378166,4.103810,-1.922883,-1.641308,0.174333,-0.005910,1.035902
22.420546,4.138026,-2.064812,-1.700413,0.199603,-0.032994,1.110224
22.470471,4.150295,-2.073049,-1.571836,0.201532,0.009839,1.076151
22.525435,3.943357,-2.008579,-1.642748,0.204409,-0.030009,1.097803
22.570414,4.085130,-1.984147,-1.673097,0.198070,-0.012105,1.052927
22.620404,4.240845,-2.096061,-1.688506,0.215540,-0.019869,1.100338
22.674656,3.988769,-1.996766,-1.677888,0.197335,-0.044744,1.065758
22.724055,4.085050,-1.994057,-1.568021,0.204275,0.032689,1.091468
22.770425,4.302892,-2.073405,-1.725073,0.200163,-0.018592,1.063316
22.825058,4.067917,-1.987592,-1.613899,0.172610,-0.010350,1.062526
22.870374,3.964960,-1.898288,-1.821343,0.189136,-0.075199,1.046695
22.921397,4.294703,-2.085217,-1.627908,0.207570,0.020131,1.063629
22.975002,4.102325,-2.044520,-1.638622,0.189779,-0.013632,1.085225
23.024510,3.989984,-1.853628,-1.614018,0.169180,-0.005478,1.021205
23.071036,4.242114,-2.059827,-1.632606,0.223741,-0.004160,1.104096
23.120790,4.429593,-2.136820,-1.612580,0.219926,0.061593,1.094813
23.170391,4.106232,-2.069774,-1.639127,0.231671,-0.010120,1.103552
23.220788,3.936857,-1.842709,-1.579329,0.184361,-0.019105,1.046185
23.270944,4.231921,-1.990475,-1.635922,0.191043,-0.005436,1.032085
23.320278,4.197673,-2.298417,-1.656631,0.209612,0.012918,1.123738
23.371989,3.932235,-1.623969,-1.536083,0.157570,-0.011349,0.976026
23.420521,4.355907,-2.127223,-1.715909,0.207429,-0.006210,1.080633
23.471916,4.221363,-2.354282,-1.542941,0.239775,0.024303,1.137739
23.520695,3.860152,-1.558473,-1.571763,0.147367,-0.003748,0.975573
23.570660,4.261134,-2.201506,-1.585415,0.221668,0.025700,1.107444
23.621596,4.415192,-2.319834,-1.643031,0.241441,0.028708,1.145520
23.670690,3.984571,-1.634365,-1.784852,0.169614,-0.057510,1.029233
23.746305,4.389955,-2.453250,-1.640980,0.261772,0.022141,1.169692
23.795357,4.118363,-1.893039,-1.663197,0.193905,-0.014197,1.042825
23.852857,3.997082,-2.022654,-1.508264,0.215271,0.013220,1.094942
23.895477,4.248096,-2.203660,-1.741866,0.248083,-0.021347,1.132090
23.945641,4.281576,-2.010391,-1.655313,0.198850,-0.015897,1.063240
23.995602,4.084830,-2.019019,-1.551918,0.196259,0.008693,1.078638
24.046417,4.056342,-1.965021,-1.601675,0.191529,-0.003651,1.050748
24.095713,4.135990,-2.169581,-1.677163,0.224218,-0.031931,1.098142
24.147685,4.088469,-2.101787,-1.519424,0.208951,0.019537,1.088426
24.196096,3.948030,-1.896462,-1.606062,0.214911,-0.016917,1.091770
24.245159,4.441492,-2.330018,-1.663050,0.239353,0.029459,1.156774
24.295574,4.093157,-2.005449,-1.480284,0.201089,0.021943,1.065237
24.345872,3.918894,-1.663358,-1.778051,0.150022,-0.043445,0.998941
24.397729,4.314970,-2.418863,-1.540901,0.245183,0.043767,1.153996
24.446723,4.107499,-2.069878,-1.678788,0.216408,-0.027110,1.085126
24.495737,3.911869,-1.782546,-1.654765,0.193168,-0.029755,1.050109
24.546930,4.371401,-2.354882,-1.551687,0.233018,0.048998,1.134107
24.595228,4.167556,-2.089449,-1.722428,0.222178,-0.033948,1.116699
24.636044,4.029859,-1.806071,-1.528284,0.174071,0.023214,1.039807
24.699470,4.217865,-2.226897,-1.742907,0.202658,-0.019405,1.095186
24.745649,4.203782,-1.985053,-1.621993,0.179771,-0.006786,1.059054
24.795574,4.168644,-1.955893,-1.605364,0.207166,0.017950,1.073690
24.846189,4.103790,-1.905315,-1.632205,0.181736,-0.007560,1.041447
24.896011,4.356087,-2.205480,-1.723393,0.216898,0.017259,1.151353
24.945157,4.149459,-2.065627,-1.444074,0.212144,0.046636,1.096736
24.999567,4.092760,-1.839960,-1.715317,0.187721,-0.030623,1.028496
25.045964,4.248724,-2.126975,-1.776097,0.210126,-0.039589,1.078592
25.095742,4.091838,-2.262270,-1.590120,0.210893,-0.020533,1.127568
25.150007,3.855419,-1.546923,-1.685818,0.131988,-0.051160,0.957610
25.198913,4.367322,-2.342064,-1.596328,0.224915,0.011049,1.168493
25.245641,4.174078,-2.281713,-1.620765,0.226547,0.021297,1.110775
25.300915,3.929036,-1.581566,-1.642073,0.179141,-0.019057,0.993574
25.345554,4.412597,-2.316328,-1.721460,0.220830,-0.004785,1.129484
25.396866,4.138671,-2.081513,-1.627980,0.220279,-0.015152,1.087458
25.450988,3.878707,-1.807464,-1.760800,0.178446,-0.070384,1.059650
25.499038,4.200118,-2.439698,-1.511894,0.255213,0.023999,1.192785
25.546144,4.192127,-1.950298,-1.730934,0.184651,-0.003300,1.065419
25.602155,4.133530,-1.919424,-1.669897,0.175703,-0.021315,1.049941
25.649325,4.096254,-2.178641,-1.537616,0.213820,0.013750,1.089793
25.696867,4.137266,-1.916202,-1.740461,0.184483,-0.012815,1.055450
25.747319,4.133124,-2.018202,-1.480830,0.179689,0.023669,1.057975
25.796437,4.089311,-1.993204,-1.668339,0.195390,-0.004489,1.052808
25.845737,4.101674,-1.891351,-1.669320,0.187708,-0.022102,1.031989
25.899303,4.148715,-2.201075,-1.670963,0.228177,-0.015407,1.123183
25.945716,4.119150,-1.904898,-1.676737,0.173281,-0.019820,1.049225
25.995748,4.147271,-1.996207,-1.644575,0.184813,-0.013386,1.057824
26.045660,4.237780,-2.046464,-1.622576,0.208996,0.016317,1.039561
26.095552,4.178966,-1.856693,-1.641194,0.182385,0.002457,1.045882
26.145885,4.163686,-2.096763,-1.763255,0.211829,-0.045524,1.078147
26.197324,4.000624,-2.072190,-1.571709,0.200864,-0.006106,1.083938
26.245722,4.052696,-1.916430,-1.627031,0.191084,-0.006647,1.048207
26.325076,4.143327,-2.142808,-1.612725,0.221703,-0.003094,1.103863
26.370621,4.063498,-1.855232,-1.689710,0.174467,-0.026510,1.025769
26.420752,4.052668,-2.045849,-1.574755,0.207475,-0.012886,1.081788
26.474082,4.302864,-2.004070,-1.759521,0.182651,-0.023867,1.043618
26.521305,4.037501,-1.889142,-1.595705,0.169693,-0.004001,1.019429
26.570581,4.187713,-1.932207,-1.704459,0.173161,-0.014795,1.041705
26.621433,4.273851,-2.064699,-1.692713,0.189440,-0.009138,1.085842
26.670689,3.895836,-2.069033,-1.531163,0.201143,0.001276,1.065016
26.720858,4.142546,-1.822009,-1.739602,0.164154,-0.045967,1.006633
26.750322,4.194429,-2.046861,-1.655185,0.199361,0.008560,1.083527
26.820801,4.025039,-2.012751,-1.649532,0.196945,-0.037079,1.083655
26.872931,4.162278,-2.032988,-1.601031,0.208018,0.024436,1.071547
26.901280,4.115613,-2.072957,-1.545672,0.194862,0.024951,1.088547
26.970411,4.101749,-1.948697,-1.660326,0.204023,0.001565,1.065695
27.020672,4.142943,-1.981349,-1.699193,0.183028,-0.034664,1.038915
27.071230,4.141397,-2.049572,-1.638554,0.180647,-0.004529,1.052046
27.122447,4.043609,-2.013455,-1.649223,0.216695,-0.020069,1.103756
27.170768,4.101887,-2.156916,-1.599419,0.218248,-0.008791,1.101600
27.221105,4.089093,-2.094477,-1.704342,0.218046,-0.023721,1.108383
27.270734,4.052999,-1.964846,-1.508987,0.219698,0.043434,1.097835
27.320790,4.244995,-2.160120,-1.657225,0.198854,0.026450,1.082802
27.370630,4.084283,-1.961725,-1.650078,0.161998,-0.028915,1.031547
27.422102,4.136229,-1.838580,-1.694399,0.188508,-0.020369,1.024379
27.471025,4.204566,-2.201312,-1.595581,0.202576,-0.000731,1.097102
27.520845,4.212248,-2.056142,-1.753972,0.225662,-0.036324,1.113188
27.570811,4.218735,-1.807372,-1.660180,0.186381,0.006407,1.029861
27.624897,4.295516,-2.092353,-1.632532,0.186463,0.011257,1.044680
27.670563,3.968223,-2.004175,-1.667305,0.199330,-0.025370,1.081939
27.721301,4.096546,-1.859335,-1.628172,0.185865,-0.002286,1.021289
27.779206,4.269771,-2.148234,-1.647708,0.215722,0.009577,1.096199
27.820751,4.092580,-1.881476,-1.670640,0.180770,-0.007115,1.033452
27.870975,4.143959,-2.079131,-1.539189,0.197666,0.028981,1.092292
27.924947,4.177052,-2.086819,-1.569072,0.201181,-0.000993,1.088184
27.970672,4.103710,-1.952797,-1.644200,0.182756,0.000411,1.060352
28.021094,3.986089,-2.065403,-1.519287,0.207106,0.003201,1.071105
28.076817,4.084533,-2.072717,-1.646043,0.214912,-0.000739,1.107770
28.121670,4.110156,-2.063382,-1.664603,0.208233,-0.020253,1.088323
28.171834,4.046485,-2.032898,-1.582686,0.204319,0.012455,1.045318
28.225051,4.127453,-1.902485,-1.744438,0.200272,-0.042625,1.032031
28.270951,4.259588,-2.035107,-1.596385,0.204474,0.034081,1.067461
28.321130,4.136350,-2.075638,-1.659962,0.197489,-0.010922,1.082932
28.371089,4.254194,-1.910929,-1.599234,0.208604,0.022556,1.062783
28.420986,4.198306,-2.171634,-1.645837,0.228374,-0.001520,1.132293
28.471454,4.193552,-1.980460,-1.632126,0.184902,-0.010250,1.037781
28.520452,4.056582,-1.998815,-1.639561,0.219048,-0.011316,1.094909
28.570903,4.092302,-2.046546,-1.578007,0.213647,-0.001952,1.084031
28.621021,4.170310,-2.142310,-1.596201,0.204547,-0.004411,1.099922
28.671953,4.039980,-1.942903,-1.591779,0.182233,0.010059,1.042404
28.720917,4.088874,-2.129617,-1.621959,0.223591,-0.015629,1.106398
28.772079,4.105241,-2.040084,-1.695592,0.206318,-0.019772,1.075243
28.820892,4.012343,-1.922013,-1.611546,0.193352,0.002487,1.045654
28.875739,3.925877,-2.115447,-1.605994,0.200877,-0.029094,1.074231
28.922655,4.155923,-2.011940,-1.719123,0.201039,-0.046913,1.084994
28.971280,4.069574,-1.968100,-1.617211,0.169761,-0.003683,1.047723
29.022349,4.070208,-2.189358,-1.623236,0.225369,0.013243,1.116426
29.070483,4.092449,-1.992898,-1.596557,0.200766,-0.004365,1.093818
29.120792,4.160064,-1.991392,-1.559265,0.185071,0.021376,1.045868
29.171263,4.116535,-2.086217,-1.688625,0.224619,-0.016389,1.075483
29.222062,4.116496,-2.022730,-1.626945,0.219452,0.000315,1.082696
29.271028,4.154534,-2.103347,-1.615770,0.213758,-0.004847,1.088110
29.320928,4.062156,-2.003177,-1.689031,0.197663,-0.025061,1.083539
29.375356,4.110215,-1.963720,-1.675432,0.186818,-0.010350,1.048496
29.445811,4.030710,-1.972307,-1.649162,0.191047,-0.022425,1.054949
29.496148,4.098697,-2.017213,-1.612358,0.190655,-0.006268,1.074540
29.525521,4.146945,-1.960137,-1.648617,0.185662,-0.000843,1.039761
29.596154,4.096820,-1.970234,-1.608725,0.182040,-0.007260,1.049198
29.646021,4.211130,-1.958711,-1.671492,0.189001,-0.022057,1.059361
29.676239,4.116484,-2.022212,-1.666323,0.208739,-0.012633,1.064491
29.745828,4.095539,-2.022865,-1.629934,0.200130,-0.004612,1.082858
29.796102,4.234352,-1.987937,-1.686601,0.204973,-0.004462,1.081912
29.825035,4.042365,-2.012992,-1.649396,0.197494,-0.029525,1.071554
29.897292,4.112226,-2.034788,-1.648717,0.174767,-0.015834,1.064344
29.946472,4.068767,-1.999862,-1.524678,0.204283,0.017891,1.063105
29.975044,4.043159,-2.030595,-1.550846,0.197560,0.014239,1.096292
30.046048,4.225547,-1.984220,-1.695042,0.183527,-0.015624,1.047970
30.096546,4.194436,-2.035288,-1.635013,0.202188,0.000340,1.086494
30.145809,4.165249,-1.909732,-1.672845,0.194123,-0.025763,1.036786
30.198112,4.134483,-2.093433,-1.734849,0.210871,-0.026191,1.093050
30.250473,4.135372,-2.022486,-1.695145,0.214718,-0.014174,1.085001
30.296464,4.189954,-2.028227,-1.633206,0.207708,-0.003183,1.059373
30.346392,4.110096,-2.052507,-1.599921,0.198373,0.007857,1.072969
30.400179,4.037278,-2.075454,-1.591473,0.209637,-0.003079,1.093802
30.446252,4.196065,-1.951185,-1.600754,0.185021,0.028169,1.034546
30.496469,4.128165,-2.022344,-1.622754,0.190646,0.002253,1.063738
30.549950,4.113272,-2.065803,-1.626863,0.218142,0.004088,1.098966
30.596101,4.030296,-2.159857,-1.618121,0.207704,-0.013261,1.118263
30.646291,4.180091,-1.910984,-1.648324,0.177447,0.000631,1.032892
30.699627,4.065103,-1.920887,-1.635623,0.189220,-0.017684,1.035066
30.745512,4.217674,-1.990666,-1.621333,0.183692,-0.000391,1.046977
30.796807,4.113285,-1.984927,-1.563026,0.184301,0.008749,1.049482
30.849877,4.153511,-1.917984,-1.654894,0.179798,-0.007780,1.017350
30.896223,4.182030,-2.006879,-1.700718,0.206436,-0.005646,1.067690
30.945917,4.199986,-2.083311,-1.735436,0.219025,-0.028379,1.113389
30.996704,4.209412,-1.947069,-1.695517,0.177021,-0.007274,1.058754
31.046796,4.164413,-1.896513,-1.583137,0.148917,0.015683,1.013735
31.095917,4.124673,-1.957162,-1.641020,0.174818,0.002745,1.047021
31.146049,4.120031,-2.075091,-1.648058,0.221563,0.007167,1.094546
31.201620,4.198580,-1.929292,-1.654497,0.183835,-0.000094,1.055421
31.245865,4.228114,-2.041694,-1.599872,0.207123,0.027586,1.078743
31.296854,4.149306,-2.011144,-1.700655,0.200666,-0.036482,1.076901
31.345994,4.076868,-1.949611,-1.553678,0.181236,0.022602,1.048145
31.395740,4.083547,-1.967619,-1.644570,0.185696,-0.019372,1.046406
31.446501,4.181896,-2.025573,-1.667280,0.199585,-0.003905,1.069916
31.496838,4.070251,-1.929734,-1.748176,0.191802,-0.053782,1.047710
31.546150,4.121771,-2.027178,-1.618920,0.198015,0.004510,1.073333
31.596059,4.084647,-2.040679,-1.600538,0.200598,-0.017535,1.074365
31.646737,4.132598,-1.911407,-1.622967,0.170942,-0.006452,1.043548
31.696498,4.152471,-2.078242,-1.675124,0.211902,-0.018656,1.094557
31.747000,4.320623,-2.011823,-1.686641,0.190875,-0.002543,1.055955
31.796330,4.117806,-1.954538,-1.676210,0.191043,-0.024575,1.059953
31.846175,4.105020,-1.923219,-1.675570,0.179843,-0.036927,1.032070
31.900262,4.195576,-2.050466,-1.690460,0.185526,-0.024899,1.064835
31.948293,4.107860,-2.007457,-1.562734,0.207541,0.014684,1.070913
32.001735,4.070530,-1.963171,-1.678472,0.197183,-0.031431,1.044721
32.046147,4.225586,-2.050493,-1.636900,0.195671,0.002917,1.062131
32.100020,4.197742,-2.006267,-1.671998,0.191187,-0.009735,1.072006
32.149956,4.106663,-2.025695,-1.576070,0.199447,0.020070,1.067728
32.221405,4.167768,-1.946590,-1.668109,0.193759,-0.016122,1.042788
32.272111,4.185326,-1.972947,-1.645774,0.184591,0.000676,1.065139
32.299735,4.104526,-2.101368,-1.613292,0.209885,-0.000223,1.106683
32.373055,4.220073,-2.041216,-1.646373,0.202947,-0.000350,1.106663
32.421515,4.058919,-2.106496,-1.575784,0.201125,0.008182,1.091627
32.450197,4.220809,-2.048315,-1.518327,0.213251,0.045285,1.093027
32.521979,4.133854,-2.080635,-1.676494,0.199665,-0.010597,1.102913
32.572802,4.137115,-2.003124,-1.592509,0.195862,0.009050,1.046556
32.620696,4.198781,-1.996618,-1.746545,0.190451,-0.047147,1.073905
32.671622,4.137668,-1.940220,-1.684612,0.186634,-0.037638,1.050407
32.721323,4.153561,-2.000766,-1.689841,0.193263,-0.019563,1.059604
32.774297,4.225641,-1.903791,-1.653355,0.161459,-0.010110,1.013621
32.821380,4.044027,-1.928822,-1.706243,0.196589,-0.024301,1.058256
32.879873,4.150701,-2.137164,-1.614441,0.190371,-0.001856,1.096900
32.926507,4.335591,-2.035527,-1.748611,0.196869,-0.032854,1.062216
32.971049,4.046487,-1.857747,-1.704906,0.185390,-0.043004,1.057000
33.026056,4.308296,-2.099152,-1.647430,0.207066,0.004460,1.071967
33.071227,4.185520,-1.925351,-1.645876,0.179838,0.009425,1.036703
33.121671,4.036215,-1.943461,-1.610043,0.195574,-0.006056,1.070160
33.174780,4.248123,-2.155381,-1.765904,0.211458,-0.015997,1.100901
33.221059,4.090067,-2.056661,-1.669372,0.214633,-0.012249,1.114029
33.271191,4.117689,-1.992399,-1.593680,0.212999,0.007131,1.070792
33.324875,4.177659,-2.000103,-1.637542,0.214068,0.004180,1.047248
33.371042,4.005567,-2.040360,-1.678518,0.222502,-0.027721,1.094690
33.421218,4.168856,-2.032483,-1.553454,0.189522,0.037935,1.051389
33.474651,4.107177,-1.925946,-1.599965,0.194195,0.000865,1.046194
33.521172,4.096928,-2.051480,-1.754923,0.214681,-0.027889,1.102124
33.573365,4.180272,-2.030014,-1.608056,0.186287,0.001616,1.057216
33.621176,4.111147,-1.829367,-1.677322,0.173736,-0.001970,1.000508
33.672889,4.074180,-1.999637,-1.555963,0.186085,0.027660,1.055060
33.721296,4.214958,-2.023920,-1.569044,0.187031,0.014447,1.058554
33.771093,4.061477,-2.004757,-1.701999,0.210766,-0.010602,1.091425
33.824831,4.253685,-2.074857,-1.585160,0.183770,0.018746,1.079666
33.871471,4.132946,-2.017288,-1.738211,0.209752,-0.040833,1.066167
33.921231,4.140313,-2.046854,-1.623857,0.221468,0.008461,1.086967
33.971249,4.104914,-1.959607,-1.663789,0.187728,-0.025251,1.050102
34.021858,4.162681,-1.840094,-1.722225,0.152904,-0.021116,0.995833
34.071876,4.259433,-2.033298,-1.580396,0.199971,0.028767,1.071001
34.121726,4.143898,-1.884770,-1.700487,0.177678,-0.025470,1.040175
34.171916,4.119701,-2.035887,-1.640121,0.216694,-0.010345,1.085919
34.222114,4.231207,-2.127500,-1.707801,0.206994,-0.031861,1.095649
34.271506,4.140029,-1.943810,-1.664030,0.213231,0.000296,1.068917
34.321674,4.070682,-2.074960,-1.618054,0.196056,-0.006851,1.072925
34.371305,4.147635,-2.022233,-1.574434,0.189668,0.009908,1.040583
34.421207,4.123472,-1.993567,-1.634811,0.224132,0.018274,1.103070
34.471394,4.091442,-2.123837,-1.538922,0.212593,0.016892,1.086637
34.521399,4.205417,-2.008183,-1.679005,0.188637,-0.017092,1.077879
34.572195,4.099830,-1.892235,-1.665694,0.180277,-0.018049,1.027279
34.625481,4.163640,-1.987000,-1.530083,0.193683,0.026819,1.049682
34.671137,4.112411,-2.037249,-1.672089,0.196249,-0.018294,1.090029
34.721169,4.199101,-2.021331,-1.557233,0.187868,0.010034,1.073700
34.775171,4.013823,-1.946276,-1.636598,0.186197,-0.010485,1.033260
34.821703,4.142549,-2.040532,-1.598088,0.196376,0.008187,1.091427
34.872180,4.211240,-2.142549,-1.651581,0.208872,-0.004131,1.099107
34.924706,4.132010,-1.964694,-1.653168,0.217708,-0.013323,1.071411
34.998106,4.271114,-2.056623,-1.624578,0.178391,0.009366,1.059033
35.046831,4.009969,-1.943057,-1.584835,0.191263,-0.007687,1.049080
35.075664,4.187447,-2.057790,-1.723787,0.230769,-0.016166,1.099849
35.146444,4.176774,-2.016332,-1.533783,0.177007,0.020120,1.053117
35.196207,3.995471,-1.961593,-1.597875,0.197732,-0.015967,1.046540
35.225374,4.241509,-1.910360,-1.661235,0.178563,0.009782,1.027864
35.296796,4.147605,-1.931085,-1.607725,0.190761,0.001866,1.025948
35.346422,4.115684,-1.898815,-1.579949,0.152944,0.005922,1.022275
35.396865,4.120118,-2.043017,-1.632951,0.185731,-0.018822,1.069552
35.447066,4.160724,-1.991841,-1.644806,0.203677,0.001471,1.075454
35.503239,4.216545,-2.076163,-1.646959,0.202428,-0.000352,1.091579
35.546083,4.023570,-1.972188,-1.574703,0.180071,-0.009296,1.056008
35.597667,4.021394,-2.029433,-1.674066,0.207763,-0.038758,1.086590
35.650270,4.132482,-2.074603,-1.649954,0.196817,-0.005069,1.064121
35.696530,4.018623,-1.941101,-1.629655,0.163423,-0.028639,1.030815
35.746330,4.187192,-1.846863,-1.688048,0.160553,0.001085,1.006776
35.800176,4.150366,-2.104077,-1.584334,0.209914,-0.002278,1.103642
35.846715,4.188376,-1.893423,-1.627966,0.177022,0.005759,1.045013
35.896434,4.158693,-2.022152,-1.692211,0.191904,-0.022527,1.094886
35.952581,4.115508,-1.976492,-1.650536,0.199379,-0.046608,1.061150
35.997502,4.155843,-1.938770,-1.646801,0.176660,-0.005332,1.038880
36.046197,4.165344,-2.071174,-1.608422,0.183741,0.013534,1.067006
36.103988,3.989988,-2.068853,-1.695568,0.199992,-0.046804,1.110652
36.147612,4.159572,-1.943540,-1.607183,0.184547,0.002798,1.041833
36.202729,4.136721,-1.989758,-1.649615,0.192492,-0.009633,1.058835
36.248291,4.087807,-1.918390,-1.678081,0.195591,-0.043426,1.036754
36.296941,4.140396,-2.009204,-1.604082,0.188834,-0.004782,1.043242
36.346473,4.123674,-2.050832,-1.667619,0.203494,-0.003196,1.079733
36.396983,4.085961,-1.996330,-1.575216,0.209544,0.018025,1.085323
36.446388,4.282983,-2.032176,-1.621167,0.190600,0.037875,1.069036
36.497694,4.034908,-2.045359,-1.576801,0.187094,0.003064,1.080228
36.550514,4.024858,-1.938854,-1.629106,0.202299,-0.019951,1.051290
36.597051,4.190225,-2.084334,-1.672185,0.204295,-0.021250,1.080268
36.646507,4.183987,-1.924169,-1.631618,0.187147,0.001159,1.056836
36.696311,4.119068,-1.968106,-1.642434,0.194548,-0.010225,1.063206
36.747530,4.129955,-2.091994,-1.613161,0.207378,-0.020838,1.087702
36.798882,4.120326,-1.880975,-1.721678,0.173689,-0.040943,1.022657
36.849095,4.108907,-1.967550,-1.659089,0.197368,-0.008400,1.057025
36.896015,4.214882,-2.100220,-1.735192,0.209321,-0.041288,1.092673
36.946542,4.111806,-1.956658,-1.702206,0.192617,-0.038826,1.068638
36.996677,4.122929,-1.997998,-1.647868,0.188735,-0.004573,1.066406
37.046671,4.119626,-2.027790,-1.719059,0.187766,-0.036539,1.057913
37.097176,4.069539,-1.966677,-1.543901,0.206570,0.014582,1.060089
37.148224,4.116627,-2.073869,-1.700884,0.209438,-0.036043,1.069769
