time_s,fx_N,fy_N,fz_N,tx_Nm,ty_Nm,tz_Nm
55.932324,4.150043,-2.066931,-1.573128,0.197464,0.003946,1.061101
55.973534,4.182267,-1.999949,-1.469017,0.180671,0.029136,1.037380
56.023497,4.204265,-1.828166,-1.874095,0.220169,-0.042545,1.075700
56.076935,4.433122,-2.116450,-1.466070,0.218015,0.060397,1.073888
56.123197,4.155670,-2.075406,-1.789839,0.208197,-0.046426,1.077720
56.198169,4.226367,-1.966409,-1.599537,0.203674,0.007538,1.071293
56.226280,4.165492,-2.397910,-1.708925,0.237338,-0.012861,1.141739
56.298656,4.081104,-1.720109,-1.639704,0.188171,0.011482,1.022315
56.348141,4.353858,-2.226938,-1.722468,0.213463,0.001394,1.106099
56.398314,4.228357,-1.774137,-1.550586,0.158727,0.007777,0.986377
56.448031,4.141981,-1.990878,-1.857566,0.185631,-0.043926,1.081702
56.503303,4.212636,-2.181439,-1.386380,0.211696,0.070669,1.092690
56.548296,4.253576,-1.801147,-1.743630,0.192168,0.015848,1.043088
56.601644,3.991796,-2.265830,-1.398488,0.243259,0.053596,1.144934
56.651969,4.233757,-2.104532,-1.656817,0.227508,-0.000196,1.100418
56.698325,3.978494,-1.918305,-1.614281,0.190775,-0.001507,1.064837
56.747782,3.964797,-2.214635,-1.432360,0.189101,0.029803,1.100398
56.802465,4.122572,-1.970668,-1.860238,0.198608,-0.053655,1.048973
56.852773,4.073152,-1.996652,-1.525046,0.219613,0.000676,1.073941
56.899152,4.269259,-2.119489,-1.777437,0.187037,-0.019171,1.073271
56.953213,4.202482,-1.919648,-1.612993,0.200655,0.018766,1.073306
57.002097,4.237348,-2.007756,-1.634146,0.199296,0.010447,1.062094
57.048692,4.136504,-2.035284,-1.553775,0.214566,0.012052,1.085968
57.103180,4.046468,-1.981897,-1.685717,0.204959,-0.028712,1.072862
57.148431,4.138331,-2.211370,-1.726396,0.189264,-0.049186,1.113717
57.202088,3.989055,-1.922893,-1.574346,0.187685,-0.023110,1.046939
57.248288,4.258406,-1.899004,-1.847094,0.172212,-0.040829,1.042574
57.298055,4.253691,-2.144620,-1.498757,0.226234,0.045906,1.106947
57.348644,4.178720,-1.941483,-1.670520,0.180663,-0.004654,1.063497
57.398002,4.102195,-2.007400,-1.461185,0.199553,0.031431,1.061273
57.448395,4.176222,-2.161665,-1.740517,0.197520,-0.024882,1.102887
57.498257,4.168840,-1.974587,-1.623476,0.202318,0.012902,1.089026
57.548601,4.047823,-2.098761,-1.621796,0.194187,-0.002267,1.091119
57.597936,4.162581,-2.020044,-1.576764,0.202409,0.008588,1.064831
57.650124,4.121270,-1.872260,-1.722343,0.189218,-0.046420,1.036742
57.705374,4.164052,-2.065283,-1.650338,0.204488,0.004184,1.073883
57.748743,4.133484,-1.945143,-1.587635,0.198487,0.008679,1.044402
57.798111,4.166634,-1.993437,-1.636027,0.197777,0.022790,1.055268
57.848193,4.090685,-2.087145,-1.486559,0.200347,0.019392,1.100803
57.898471,4.112350,-1.929047,-1.751623,0.162143,-0.033162,1.039217
57.948465,4.120557,-1.942264,-1.535479,0.160003,0.001350,1.019633
57.998305,4.068448,-1.979909,-1.630007,0.196110,-0.012702,1.060500
58.048336,4.029751,-2.031456,-1.594360,0.175878,-0.030428,1.067081
58.123200,4.153966,-2.048275,-1.734053,0.182526,-0.011804,1.066341
58.173101,4.093478,-1.879349,-1.626286,0.175768,-0.025991,1.019359
58.223482,4.190984,-2.119329,-1.688416,0.193650,-0.027350,1.083187
58.254085,4.136391,-2.001612,-1.669100,0.182499,-0.001835,1.061320
58.323930,4.144893,-1.917356,-1.653781,0.194991,-0.011291,1.051223
58.373522,4.154275,-2.079503,-1.624407,0.203879,0.000824,1.064667
58.402546,4.151547,-1.948438,-1.588210,0.203630,0.013902,1.042034
58.474223,4.048386,-1.999348,-1.710945,0.191068,-0.050039,1.049022
58.523589,4.104091,-2.026284,-1.555468,0.183981,-0.002246,1.072860
58.555569,4.138931,-1.927382,-1.674556,0.170439,-0.022558,1.028589
58.623860,4.145221,-2.041791,-1.615718,0.203230,-0.010594,1.070939
58.673347,4.031866,-2.071867,-1.624237,0.207851,-0.012891,1.098159
58.704488,4.160357,-1.940405,-1.715935,0.190141,-0.012141,1.053515
58.773917,4.168282,-2.045588,-1.647717,0.212993,-0.015877,1.083318
58.823354,4.126082,-1.975970,-1.719350,0.189660,-0.015786,1.050735
58.875507,4.215895,-1.958454,-1.568663,0.177946,0.013086,1.027972
58.924553,4.132546,-2.110359,-1.687160,0.213884,-0.006264,1.097734
58.973522,4.192389,-1.927002,-1.513964,0.197997,0.020306,1.051809
59.023143,4.131843,-2.118752,-1.725479,0.214473,-0.047613,1.109525
59.073784,4.143688,-1.920610,-1.570540,0.175048,0.019253,1.022107
59.133189,4.105695,-2.008696,-1.666419,0.193286,-0.014615,1.072443
59.173210,4.165030,-1.971190,-1.600474,0.175161,0.008922,1.041945
59.224759,4.168327,-1.981561,-1.639492,0.203188,-0.008888,1.049532
59.277369,4.132503,-1.974350,-1.645311,0.190682,-0.006007,1.037123
59.326087,4.133148,-1.977293,-1.552286,0.187424,0.009262,1.054077
59.373129,4.091319,-2.006074,-1.678744,0.175669,-0.015233,1.061963
59.428480,4.122126,-2.058361,-1.572570,0.214714,0.011885,1.095252
59.473419,4.099090,-1.960313,-1.642952,0.190437,-0.013687,1.049152
59.524679,4.037134,-1.890803,-1.560112,0.160581,-0.013654,1.008878
59.577385,4.083113,-2.030230,-1.671551,0.195053,-0.015896,1.083830
59.626717,4.056694,-2.112211,-1.658048,0.225117,-0.033221,1.119290
59.674360,4.166918,-2.035827,-1.637012,0.200481,0.019002,1.067623
59.726948,4.110446,-2.097150,-1.627953,0.227268,-0.000015,1.099316
59.776604,4.190408,-2.002705,-1.679734,0.194129,-0.016282,1.062835
59.826809,4.180578,-2.069117,-1.619864,0.202734,0.013319,1.081803
59.873327,4.190491,-1.957590,-1.580100,0.185960,0.009585,1.052176
59.923196,4.216830,-2.095720,-1.741697,0.214840,-0.025054,1.124745
59.973197,4.117989,-2.015892,-1.512499,0.179131,0.014590,1.058114
60.023655,4.208972,-1.960483,-1.744620,0.188061,-0.020919,1.048346
60.073323,4.021463,-1.993750,-1.523579,0.193640,-0.008583,1.055721
60.123363,4.197034,-1.969279,-1.720309,0.196541,0.000691,1.047303
60.198730,4.190833,-1.954165,-1.547477,0.183768,0.007908,1.040866
60.249392,4.181814,-1.944177,-1.702150,0.169578,0.002467,1.031630
60.302139,4.136116,-1.889494,-1.501909,0.181698,0.024259,1.016070
60.349622,4.174797,-2.087061,-1.768863,0.202337,-0.035867,1.085351
60.398273,4.124919,-1.967907,-1.559792,0.197237,0.006503,1.044159
60.454819,4.213357,-1.992564,-1.763742,0.191629,-0.036725,1.068472
60.498843,4.235689,-2.059278,-1.595308,0.199599,0.023064,1.085568
60.548472,3.984094,-2.038591,-1.600726,0.204003,-0.028075,1.077124
60.602295,4.160803,-1.983258,-1.657372,0.186329,-0.020569,1.045421
60.644799,4.096685,-2.014233,-1.468641,0.206658,0.039336,1.077306
60.698568,4.117285,-1.981571,-1.814302,0.187891,-0.039681,1.060363
60.748816,4.242393,-2.030645,-1.526607,0.214448,0.040700,1.076438
60.798844,4.105728,-1.972555,-1.712593,0.188373,-0.010626,1.055322
60.848564,4.141244,-1.943856,-1.531688,0.173880,0.007761,1.044968
60.898439,4.072196,-1.976765,-1.629152,0.186056,0.007655,1.039803
60.948878,4.115883,-2.070633,-1.533529,0.207863,0.021296,1.104288
60.998445,4.074683,-2.012343,-1.720077,0.181429,-0.045971,1.042607
61.048867,4.074897,-2.059632,-1.684432,0.206673,-0.027046,1.084655
61.103707,4.173105,-1.894637,-1.651222,0.174182,-0.009430,1.016042
61.148241,4.105671,-2.026495,-1.657743,0.189946,0.006209,1.053565
61.198352,4.056229,-1.927243,-1.485937,0.187543,0.042452,1.040367
61.248646,4.221339,-2.031626,-1.687810,0.193372,0.002242,1.083436
61.297942,4.127245,-1.946568,-1.537206,0.190453,0.006299,1.047579
61.351074,4.098823,-1.985791,-1.755442,0.169663,-0.043865,1.057505
61.398567,4.167084,-1.905112,-1.515796,0.182234,0.026620,1.008000
61.450320,4.025465,-2.083759,-1.647807,0.212607,-0.013500,1.098242
61.499035,4.259033,-1.999740,-1.623152,0.187455,-0.004758,1.054861
61.548891,4.140181,-1.987396,-1.679160,0.203070,-0.009294,1.055530
61.598549,4.084748,-1.943543,-1.730575,0.190763,-0.039567,1.040834
61.649487,4.067402,-2.200712,-1.600350,0.240947,-0.014893,1.143443
61.698364,4.040576,-2.000229,-1.730042,0.178576,-0.035529,1.046751
61.754101,4.159193,-2.009598,-1.573800,0.194925,0.001867,1.071482
61.798413,4.095040,-2.053917,-1.719161,0.191111,-0.017503,1.091590
61.848547,4.152810,-2.056365,-1.546908,0.217411,0.012033,1.107754
61.902668,4.153537,-2.016249,-1.744498,0.198527,-0.042040,1.071938
61.949147,4.083566,-2.015330,-1.660906,0.195901,-0.033312,1.058912
62.000150,4.171881,-2.029614,-1.621827,0.206490,0.014173,1.069215
62.055295,4.090247,-2.062701,-1.696712,0.182979,-0.043446,1.085474
62.098302,4.133722,-1.994804,-1.610058,0.187120,-0.010015,1.078866
62.148764,4.212196,-2.034796,-1.662794,0.200035,0.029336,1.076140
62.202649,4.024817,-2.072283,-1.606255,0.201072,-0.030456,1.089167
62.248317,4.127465,-2.059368,-1.724670,0.191421,-0.037481,1.091045
62.299501,4.114734,-1.956777,-1.497712,0.175673,0.014440,1.041317
62.352457,4.145744,-1.997866,-1.749748,0.204344,-0.030961,1.064078
62.398409,4.070842,-1.955132,-1.588244,0.187256,-0.000314,1.042496
62.448806,4.168279,-2.066353,-1.606207,0.209472,0.021440,1.097437
62.523547,4.162434,-1.943098,-1.454467,0.192288,0.074240,1.042899
62.573784,4.162625,-2.003238,-1.719548,0.195430,-0.006702,1.058959
62.630486,4.110067,-2.046718,-1.613404,0.208623,-0.022817,1.092243
62.673435,4.143262,-2.059390,-1.637416,0.215046,0.003209,1.081001
62.723455,4.109159,-1.861510,-1.630707,0.148684,-0.026125,0.995871
62.778435,4.138202,-1.997892,-1.675879,0.193126,-0.035185,1.052738
62.823911,4.149364,-1.953230,-1.685328,0.180041,-0.032139,1.037340
62.873289,4.117061,-1.989252,-1.594663,0.188826,0.005325,1.064308
62.929274,4.081452,-1.993678,-1.695250,0.173197,-0.034745,1.052090
62.973413,4.132555,-1.906760,-1.597150,0.149181,-0.004167,1.014912
63.023732,4.107515,-2.015140,-1.754109,0.190714,-0.050648,1.083719
63.080150,4.215086,-1.990694,-1.592988,0.186044,0.018223,1.053464
63.123675,4.225836,-1.907545,-1.656316,0.178466,0.007355,1.019014
63.173944,4.161983,-1.897139,-1.548386,0.195678,0.032733,1.040059
63.229305,4.207601,-1.986492,-1.708823,0.185796,-0.016027,1.054764
63.274508,4.072987,-1.939317,-1.618991,0.177129,-0.021447,1.034809
63.323704,4.163844,-1.962699,-1.669679,0.181376,-0.008047,1.063478
63.374036,4.189298,-1.899748,-1.699113,0.155527,-0.009487,1.003418
63.424139,4.104503,-2.072166,-1.658609,0.212601,-0.021340,1.088082
63.473958,4.081161,-2.051107,-1.691484,0.209171,-0.050498,1.092769
63.529525,4.080540,-2.035211,-1.595408,0.200151,-0.009782,1.082750
63.573537,4.140490,-1.959907,-1.696876,0.206884,-0.015007,1.046128
63.624393,4.082783,-1.972734,-1.616910,0.181310,-0.032972,1.051631
63.673546,4.173904,-2.019324,-1.706799,0.189116,-0.014632,1.074152
63.724700,4.093613,-1.865647,-1.627287,0.167758,-0.030607,1.006289
63.773512,4.095082,-2.054873,-1.624604,0.214295,0.002575,1.095887
63.826327,4.110714,-1.928547,-1.614335,0.184872,-0.012462,1.030276
63.873512,4.094651,-1.994421,-1.656680,0.195995,-0.010593,1.061191
63.928396,4.145194,-2.092965,-1.664336,0.237423,-0.008028,1.112324
63.974435,4.009807,-2.044818,-1.626258,0.215515,-0.033327,1.107698
64.024777,4.098268,-2.014386,-1.663587,0.184883,-0.020082,1.045451
64.076257,4.256249,-2.045561,-1.602259,0.182914,0.036610,1.093056
64.123937,4.122798,-2.075154,-1.642645,0.228026,-0.017330,1.093513
64.175852,4.191509,-1.978554,-1.678618,0.193946,-0.014625,1.059877
64.224043,4.107125,-1.986572,-1.672515,0.202623,-0.011923,1.064894
64.299622,4.000392,-2.135006,-1.565857,0.233843,0.001832,1.116129
64.348915,4.144265,-2.018865,-1.649066,0.192552,-0.008581,1.077312
64.378852,4.185592,-1.919511,-1.646158,0.173872,-0.001054,1.022396
64.448581,4.152817,-1.967951,-1.663270,0.193367,-0.005881,1.043157
64.498866,4.057103,-1.911686,-1.683432,0.179547,-0.041453,1.010071
64.528444,4.126187,-1.998898,-1.624825,0.179646,0.002527,1.047179
64.598944,4.137194,-1.983129,-1.691707,0.206945,-0.027263,1.043426
64.649437,4.056618,-2.019414,-1.546373,0.172485,0.010967,1.063266
64.678665,4.138943,-2.013647,-1.632097,0.201457,-0.012919,1.082955
64.748416,4.209694,-1.958621,-1.606228,0.183789,0.019036,1.036481
64.798431,4.137671,-1.961070,-1.566962,0.173730,0.022180,1.038942
64.848645,4.230116,-1.972885,-1.646717,0.200214,-0.001923,1.065449
64.898921,4.200801,-1.982684,-1.691273,0.198459,-0.016279,1.068178
64.948500,4.086202,-2.005094,-1.594846,0.200997,0.011301,1.079434
64.999177,4.103387,-2.014245,-1.649225,0.201770,-0.013688,1.082513
65.048662,4.060766,-2.031603,-1.692097,0.192860,-0.028598,1.077964
65.104833,3.960507,-2.141554,-1.569508,0.223815,-0.008146,1.116498
65.148625,4.060300,-1.964236,-1.654310,0.186943,-0.027180,1.044634
65.199432,4.165790,-1.979631,-1.622271,0.178901,0.009111,1.076797
65.252926,4.093543,-2.002567,-1.709321,0.210041,-0.032591,1.070160
65.298916,4.207616,-2.018875,-1.609962,0.189830,0.003188,1.070711
65.348832,4.158090,-2.073541,-1.560442,0.196200,0.019232,1.083902
65.404202,4.148975,-2.009785,-1.674964,0.199541,-0.028008,1.054428
65.448629,4.123191,-1.958608,-1.572667,0.187960,0.013784,1.042884
65.499881,4.149048,-2.071373,-1.691689,0.214262,-0.034233,1.106548
65.553296,4.177270,-1.988872,-1.619227,0.195335,0.004585,1.070260
65.599092,4.076231,-1.997818,-1.647847,0.198066,-0.000460,1.067482
65.650849,4.238468,-2.061971,-1.692695,0.214821,-0.001386,1.092836
65.705584,4.060346,-2.094206,-1.641001,0.217196,-0.017301,1.114232
65.748753,4.231695,-2.047222,-1.750199,0.226878,-0.028442,1.088289
65.801060,4.132863,-1.953369,-1.724983,0.164833,-0.040537,1.035070
65.852383,4.125116,-2.039272,-1.682764,0.216523,-0.022935,1.095480
65.900240,4.130663,-1.965416,-1.705460,0.202182,-0.020444,1.050904
65.948997,4.213129,-1.911656,-1.643122,0.164380,0.012315,1.025554
65.999238,4.212144,-2.051736,-1.629939,0.237042,0.018276,1.079842
66.048960,4.099428,-1.991532,-1.628890,0.187186,-0.023243,1.068223
66.127207,4.169743,-1.979951,-1.641156,0.177593,0.011761,1.052977
66.173675,4.148352,-1.984690,-1.543048,0.193532,0.044887,1.057221
66.223650,4.151517,-2.017862,-1.660179,0.191847,-0.006633,1.054754
66.279156,4.155846,-1.963793,-1.665644,0.195327,-0.016569,1.043641
66.325230,4.156126,-1.934677,-1.672141,0.175664,-0.008440,1.032692
66.378420,4.134147,-1.972842,-1.680796,0.176767,-0.025229,1.055526
66.428126,4.164026,-1.968862,-1.589540,0.181283,0.004293,1.053676
66.473881,4.160673,-2.021995,-1.697926,0.193329,-0.033643,1.075865
66.524090,4.208207,-1.993365,-1.659283,0.209694,0.000017,1.052922
66.577920,4.100470,-2.029574,-1.634900,0.207414,-0.001514,1.081721
66.623425,4.215437,-1.978333,-1.642852,0.218773,0.017710,1.056219
66.673895,4.078254,-2.012790,-1.637249,0.191167,-0.027406,1.068883
66.728839,4.141454,-2.036116,-1.676231,0.194861,-0.015484,1.073990
66.774213,3.979348,-2.138977,-1.590300,0.230692,-0.015655,1.118183
66.828531,4.136329,-2.000104,-1.727166,0.208797,-0.039978,1.071934
66.877865,4.147287,-2.018441,-1.594200,0.196648,0.011306,1.084558
66.923810,4.135224,-2.071794,-1.730102,0.219579,-0.045936,1.106166
66.973884,4.053942,-2.005033,-1.584975,0.183815,0.003925,1.065897
67.023963,4.106368,-2.096440,-1.695753,0.213077,-0.036331,1.101305
67.073984,4.193750,-1.976575,-1.667819,0.168199,-0.006194,1.053117
67.123950,4.119019,-1.984007,-1.662892,0.197947,-0.008974,1.057414
67.174966,4.127996,-2.012668,-1.654365,0.190938,-0.015660,1.072228
67.224392,4.177510,-1.956390,-1.723424,0.207714,-0.030216,1.038922
67.274231,4.093549,-2.037212,-1.646587,0.203108,-0.028274,1.074346
67.324776,4.118576,-2.040498,-1.576674,0.192176,0.002734,1.081578
67.376726,4.064950,-2.042435,-1.622788,0.202628,-0.021274,1.081728
67.424007,4.102700,-1.994901,-1.626785,0.201454,-0.010777,1.061868
67.473977,4.250489,-1.937193,-1.633002,0.180737,0.020920,1.034139
67.524210,4.091756,-2.087061,-1.669447,0.212524,-0.007826,1.114411
67.574650,4.095356,-2.058678,-1.650588,0.207079,-0.026794,1.086651
67.640332,4.106527,-2.054179,-1.571039,0.210886,0.014183,1.089025
67.675130,4.145771,-2.041088,-1.555290,0.193975,0.030056,1.086573
67.723740,4.138181,-2.066581,-1.694691,0.217181,-0.023332,1.088655
67.773908,4.117893,-2.010317,-1.677853,0.211675,-0.034399,1.059194
67.823568,4.189464,-2.037703,-1.656687,0.220321,-0.005424,1.080901
67.880684,4.181401,-1.993767,-1.639035,0.196178,-0.000162,1.065708
67.923753,4.100015,-1.954727,-1.569721,0.181954,0.002015,1.049506
67.973890,4.163514,-1.951038,-1.626981,0.179444,-0.000498,1.034610
68.028835,4.121474,-2.079120,-1.625272,0.214067,-0.005742,1.106955
68.098899,4.247211,-1.900146,-1.607418,0.161037,0.022892,1.021676
68.151165,4.120254,-1.979386,-1.586257,0.169485,0.000892,1.053316
68.184037,4.090636,-1.947550,-1.612466,0.181027,0.001249,1.028352
68.248970,4.185207,-1.986199,-1.622114,0.198528,0.022739,1.055438
68.298710,4.192321,-1.955276,-1.682829,0.184179,-0.016486,1.043155
68.327397,4.161281,-1.940765,-1.657600,0.181461,-0.002087,1.035834
68.400081,4.138374,-1.966365,-1.547867,0.177815,0.038369,1.041860
68.453018,4.111088,-2.076087,-1.551743,0.205273,0.027186,1.084550
68.478647,4.155456,-2.001524,-1.567121,0.200603,0.030123,1.048139
68.548990,4.173808,-1.992081,-1.665646,0.188036,-0.011716,1.054573
68.598915,4.152266,-1.936989,-1.644815,0.188044,-0.004253,1.037326
68.648957,4.058201,-2.019863,-1.611841,0.174849,-0.017295,1.071416
68.698973,4.162658,-1.938873,-1.559886,0.184670,0.042348,1.032790
68.754518,4.172037,-2.088949,-1.671778,0.224314,-0.007760,1.109625
68.798881,4.177238,-1.969109,-1.726848,0.201118,-0.021431,1.050779
68.848685,4.022178,-2.035945,-1.657724,0.196719,-0.044871,1.082783
68.905198,4.073110,-2.010164,-1.626985,0.222369,-0.006491,1.068806
68.954116,4.118725,-2.014560,-1.690575,0.195574,-0.018939,1.071874
68.999676,4.189759,-1.942483,-1.589086,0.187004,0.016896,1.040849
69.053263,4.143527,-2.065419,-1.653303,0.210370,-0.009276,1.094651
69.099427,4.195918,-2.041944,-1.644810,0.217809,0.001810,1.090552
69.149382,4.120012,-2.021589,-1.676072,0.187152,-0.016196,1.081761
69.203278,4.097167,-2.085328,-1.583893,0.215885,0.012006,1.088255
69.249304,4.180079,-2.013437,-1.671984,0.200576,-0.014350,1.058669
69.299034,4.131050,-2.018965,-1.649313,0.200671,-0.012109,1.064689
69.354014,3.908864,-2.117608,-1.469503,0.203781,-0.009671,1.091475
69.399630,3.836840,-2.003094,-1.457429,0.178576,-0.015450,1.037722
69.450163,4.378213,-1.954593,-3.182990,0.257402,0.091629,1.312683
69.500451,4.896704,-0.551212,-1.312169,0.110896,0.110043,0.920344
69.550295,6.099597,-3.853680,-1.243356,0.386185,0.132537,1.467238
69.599348,5.531057,-2.463925,-0.580801,0.241006,0.398577,1.181791
69.653162,4.887742,-0.033611,-3.117873,0.028978,-0.227600,0.808223
69.704819,6.178137,-2.793761,0.006466,0.280492,0.426355,1.245359
69.748940,5.310981,-1.531024,-3.138039,0.005515,-0.311866,0.969532
69.799349,3.884292,-0.805673,-2.132540,-0.073717,-0.267636,0.792960
69.850416,4.765946,-3.252903,-0.960518,0.207325,0.157457,1.256503
69.899495,4.588062,-0.919950,-3.255143,0.027975,-0.354637,0.850145
69.950413,5.333802,-2.016132,-0.185988,0.272972,0.325632,1.174180
70.000756,5.354876,-2.781949,-2.762152,0.297502,-0.086971,1.263829
70.048989,3.901327,-0.724569,-0.613362,0.049312,0.147401,0.856237
70.100647,4.094181,-3.215198,-2.581870,0.156397,-0.231575,1.194867
70.149208,3.815753,-1.827879,-0.845650,0.073985,0.083038,1.008427
70.200186,3.755021,-1.531785,-1.838224,0.058689,-0.124188,0.927600
70.249021,4.794230,-3.578319,-1.464227,0.289673,0.090201,1.358876
70.300625,4.477022,-1.827761,0.006571,0.163532,0.295041,0.856035
70.349991,4.440201,-3.540000,-2.218831,0.217425,-0.139693,1.155676
70.399269,4.329268,-3.898877,0.445683,0.138718,0.137905,0.923351
70.449736,4.552733,-4.435024,-1.221401,0.074322,-0.225302,0.806657
70.504956,4.344266,-5.415730,0.532908,0.130535,0.022077,0.862811
70.549077,4.110805,-6.251967,0.444936,0.156238,-0.113668,0.888890
70.600403,5.488497,-6.683591,1.295541,0.166279,0.014340,0.763688
70.652770,4.869103,-7.492643,1.764794,0.170465,-0.056523,0.745131
70.699154,4.198021,-8.520502,2.701425,0.144903,0.071938,0.692924
70.750096,4.599584,-8.431022,2.653670,0.134062,-0.092716,0.647991
70.804579,4.597049,-9.124084,2.992740,0.195931,-0.128424,0.733502
70.875992,4.696147,-8.601559,2.765711,0.130320,-0.125491,0.651220
70.926714,4.463867,-8.983837,4.060010,0.124633,-0.044330,0.571916
70.954712,5.448565,-9.890441,3.882226,0.207258,-0.070043,0.727278
71.024683,4.367764,-9.411757,4.732297,0.069004,-0.040304,0.550399
71.074376,5.152687,-9.474560,4.250131,0.181717,0.008510,0.753534
71.103538,4.631556,-9.542755,3.677912,0.213711,-0.132991,0.801170
71.174457,4.256539,-8.132163,3.102982,0.162651,-0.103657,0.711168
71.226000,4.482608,-7.527636,3.014077,0.135841,-0.010735,0.694089
71.275155,4.947449,-7.670515,3.228250,0.175592,0.079951,0.776451
71.324990,4.391189,-7.294610,2.026541,0.140934,-0.192811,0.775800
71.378973,4.574977,-7.029027,2.913938,0.166106,0.060302,0.788833
71.425630,4.906504,-7.175349,2.292523,0.163375,-0.031884,0.805694
71.474078,4.196134,-6.901708,2.323610,0.172561,-0.040685,0.831769
71.528189,4.579437,-6.965138,2.273680,0.175780,0.017496,0.858938
71.574198,4.674479,-6.887644,2.101172,0.183237,-0.073080,0.855297
71.624586,4.440546,-6.703290,2.377874,0.153500,0.022431,0.830964
71.678248,4.618728,-6.658572,1.909112,0.141384,-0.065124,0.805320
71.724432,4.570325,-6.525115,2.365357,0.177611,0.041985,0.831150
71.774192,4.616680,-6.689584,1.811698,0.163480,-0.040856,0.869279
71.829492,4.422240,-6.419534,2.166385,0.150105,0.000353,0.803581
71.874219,4.674847,-6.631357,1.924319,0.184448,-0.016937,0.899701
71.923949,4.580428,-6.354473,1.920477,0.162780,-0.049186,0.820978
71.980827,4.446535,-6.379436,1.848340,0.142089,-0.050248,0.825598
72.025084,4.589731,-6.323506,1.904567,0.145735,-0.017450,0.817656
72.076156,4.534096,-6.263907,1.934858,0.154021,0.000766,0.837597
72.124471,4.628049,-6.464579,1.710178,0.177074,-0.042902,0.919034
72.176521,4.441370,-6.158823,1.925944,0.153737,-0.014629,0.820685
72.225247,4.590834,-6.251582,1.787247,0.163983,0.012501,0.851471
72.274628,4.559007,-6.230313,1.868641,0.157529,0.005159,0.843697
72.328834,4.421796,-6.135711,1.698911,0.146481,-0.053909,0.827521
72.374365,4.580703,-6.135895,1.762903,0.139450,-0.025272,0.851875
72.424468,4.528520,-6.261358,1.703282,0.169548,-0.034977,0.866790
72.474336,4.622658,-6.075935,1.697952,0.152198,0.000851,0.851118
72.557756,4.603077,-6.160683,1.711107,0.146480,0.009857,0.867020
72.599461,4.489482,-6.024913,1.754341,0.141009,-0.016473,0.847228
72.653615,4.502156,-6.103750,1.652235,0.161656,-0.026850,0.855936
72.704396,4.582873,-6.037459,1.651193,0.165412,-0.007442,0.844661
72.749620,4.646133,-6.020750,1.611750,0.151085,-0.021039,0.869125
72.800412,4.543058,-6.053744,1.616254,0.151529,-0.016223,0.882575
72.855566,4.467016,-6.035061,1.661775,0.179769,-0.005853,0.881148
72.899819,4.522104,-5.960931,1.611592,0.152240,-0.030659,0.845063
72.950092,4.557144,-5.972464,1.616940,0.181655,-0.018508,0.854125
72.999689,4.535394,-5.938190,1.527048,0.153026,-0.029624,0.839612
73.054862,4.651522,-5.867286,1.639351,0.130314,0.017406,0.840283
73.101373,4.608120,-5.970463,1.516957,0.165746,-0.023193,0.866603
73.150223,4.547002,-5.873557,1.446585,0.143537,-0.051840,0.842038
73.199768,4.571484,-5.927027,1.541152,0.172077,-0.017436,0.877569
73.250360,4.528005,-5.977101,1.566494,0.167713,-0.013304,0.875394
73.299276,4.560595,-5.839292,1.545435,0.145164,-0.021974,0.855025
73.352405,4.583707,-5.779039,1.471345,0.119546,-0.032339,0.810511
73.399502,4.643737,-5.850593,1.504789,0.156342,-0.017721,0.844310
73.450125,4.523166,-5.870798,1.518687,0.161459,-0.019545,0.863448
73.499566,4.542675,-5.896657,1.485067,0.152569,-0.043482,0.904693
73.550724,4.576982,-5.823412,1.583104,0.164457,0.025117,0.858022
73.599735,4.556335,-5.874302,1.522973,0.158911,-0.012320,0.894605
73.650851,4.474060,-5.817974,1.546945,0.155763,-0.008616,0.853354
73.700534,4.683635,-5.819810,1.459191,0.152804,-0.001867,0.862859
73.751219,4.543190,-5.751994,1.481083,0.135894,-0.013640,0.837747
73.799047,4.566633,-5.843712,1.414653,0.181300,-0.037109,0.876871
73.850833,4.633880,-5.736680,1.500910,0.141543,0.030044,0.841613
73.900740,4.626595,-5.766718,1.427753,0.165150,-0.018700,0.864362
73.950010,4.603843,-5.786716,1.399548,0.157805,-0.026543,0.865387
74.003640,4.550559,-5.752019,1.445837,0.147130,-0.014116,0.847571
74.049414,4.572898,-5.796926,1.423872,0.172212,-0.004240,0.880775
74.101118,3.878880,-6.106000,1.921140,0.082961,-0.085204,0.779465
74.157733,4.801558,-6.997613,2.319705,0.187307,0.087323,0.872891
74.199986,4.459805,-5.813861,1.673578,0.132742,-0.018458,0.777997
74.249914,4.422637,-5.292317,1.147189,0.174380,0.025920,0.974008
74.304871,4.519441,-4.471350,0.130656,0.223131,0.033118,0.936348
74.352585,4.675340,-3.316450,-0.489689,0.140864,0.017036,0.990981
74.399617,4.495481,-2.243944,-1.568592,0.124035,-0.100647,0.943656
74.454006,4.376334,-2.165545,-1.552819,0.154771,-0.042026,1.084324
74.503960,5.029681,-1.621014,-1.827762,0.172967,-0.012556,1.012913
74.550124,4.964968,-1.947893,-1.567210,0.144734,-0.053612,1.043106
74.603809,5.095948,-1.627309,-2.531949,0.101907,-0.210409,0.955807
74.677288,5.623278,-1.947088,-0.967845,0.215321,0.191081,1.119953
74.725056,4.459301,-1.769286,-2.505119,0.130564,-0.177107,1.028132
74.774619,3.710183,-2.068728,-0.460480,0.099490,0.146673,0.992722
